timestamp,index,temperature_c,power_w,utilization_pct
2026/08/15 20:43:50.676,0,57,449.45,100
2026/08/15 20:43:50.689,1,53,448.11,100
2026/08/15 20:43:51.731,0,59,418.01,100
2026/08/15 20:43:51.739,1,56,395.99,100
2026/08/15 20:43:52.774,0,59,442.57,100
2026/08/15 20:43:52.785,1,54,423.04,100
2026/08/15 20:43:53.827,0,59,451.91,100
2026/08/15 20:43:53.835,1,53,451.25,100
2026/08/15 20:43:54.875,0,59,450.73,100
2026/08/15 20:43:54.884,1,55,451.01,100
2026/08/15 20:43:55.922,0,60,450.10,100
2026/08/15 20:43:55.932,1,55,449.90,100
2026/08/15 20:43:56.973,0,60,449.84,100
2026/08/15 20:43:56.980,1,55,450.04,100
2026/08/15 20:43:58.020,0,61,450.67,100
2026/08/15 20:43:58.033,1,56,450.93,100
2026/08/15 20:43:59.076,0,60,448.42,100
2026/08/15 20:43:59.085,1,55,448.98,100
2026/08/15 20:44:00.126,0,60,436.06,92
2026/08/15 20:44:00.135,1,54,417.33,90
2026/08/15 20:44:01.177,0,60,412.68,99
2026/08/15 20:44:01.187,1,54,384.03,99
2026/08/15 20:44:02.228,0,60,409.86,99
2026/08/15 20:44:02.237,1,54,380.64,99
2026/08/15 20:44:03.279,0,60,415.39,99
2026/08/15 20:44:03.288,1,54,387.29,99
2026/08/15 20:44:04.327,0,61,412.35,99
2026/08/15 20:44:04.338,1,54,381.84,99
2026/08/15 20:44:05.378,0,61,416.50,99
2026/08/15 20:44:05.388,1,55,386.85,99
2026/08/15 20:44:06.427,0,61,411.90,99
2026/08/15 20:44:06.438,1,55,382.25,99
2026/08/15 20:44:07.478,0,62,415.15,99
2026/08/15 20:44:07.488,1,55,385.95,99
2026/08/15 20:44:08.529,0,62,412.08,99
2026/08/15 20:44:08.539,1,55,382.30,99
2026/08/15 20:44:09.579,0,64,447.55,100
2026/08/15 20:44:09.591,1,57,422.23,100
2026/08/15 20:44:10.633,0,64,451.02,100
2026/08/15 20:44:10.644,1,57,434.71,100
2026/08/15 20:44:11.688,0,64,449.69,100
2026/08/15 20:44:11.699,1,58,435.16,100
2026/08/15 20:44:12.742,0,64,450.42,100
2026/08/15 20:44:12.753,1,58,436.28,100
2026/08/15 20:44:13.795,0,62,438.73,76
2026/08/15 20:44:13.804,1,56,429.46,77
2026/08/15 20:44:14.840,0,65,446.89,100
2026/08/15 20:44:14.851,1,59,430.05,100
2026/08/15 20:44:15.890,0,65,450.86,100
2026/08/15 20:44:15.901,1,59,451.43,100
2026/08/15 20:44:16.943,0,66,449.80,100
2026/08/15 20:44:16.952,1,60,450.05,100
2026/08/15 20:44:17.997,0,66,450.95,100
2026/08/15 20:44:18.008,1,59,450.59,100
2026/08/15 20:44:19.048,0,66,450.37,100
2026/08/15 20:44:19.059,1,60,450.67,100
2026/08/15 20:44:20.099,0,67,450.07,99
2026/08/15 20:44:20.110,1,60,449.53,99
2026/08/15 20:44:21.153,0,68,438.48,100
2026/08/15 20:44:21.159,1,61,416.65,100
2026/08/15 20:44:22.196,0,68,450.32,100
2026/08/15 20:44:22.207,1,60,426.01,100
2026/08/15 20:44:23.245,0,67,452.52,100
2026/08/15 20:44:23.255,1,60,452.44,100
2026/08/15 20:44:24.300,0,68,450.15,100
2026/08/15 20:44:24.308,1,61,450.33,100
2026/08/15 20:44:25.347,0,68,450.22,100
2026/08/15 20:44:25.357,1,61,450.14,100
2026/08/15 20:44:26.399,0,68,449.75,100
2026/08/15 20:44:26.407,1,61,450.98,100
2026/08/15 20:44:27.445,0,68,449.71,100
2026/08/15 20:44:27.455,1,61,449.87,100
2026/08/15 20:44:28.497,0,69,448.91,100
2026/08/15 20:44:28.504,1,62,448.91,100
